[header]
width=50
height=50
tilewidth=32
tileheight=32

[tilesets]
tileset=../Images/spritesheet.png,32,32,0,0

[layer]
type=Map
data=
39,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,37,5,5,5,5,5,5,38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
39,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
39,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,54,6,6,55,20,38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
39,20,20,54,6,6,6,6,55,20,20,20,20,20,20,20,20,20,38,6,6,39,20,38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
39,20,20,38,6,6,6,6,39,20,20,54,6,6,6,6,55,20,38,6,6,39,20,38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
25,20,20,9,21,21,21,21,25,20,20,9,21,21,21,21,25,20,9,21,21,25,20,38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
55,20,20,5,5,5,37,5,5,20,20,5,5,5,37,5,5,20,5,37,5,5,20,38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
39,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
39,20,20,20,20,20,20,20,20,54,6,6,6,6,55,20,20,20,20,20,20,20,20,98,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
39,20,20,20,20,20,20,20,20,38,6,6,6,6,39,20,20,20,20,20,20,20,20,54,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
39,20,20,54,6,6,55,20,20,38,6,6,6,6,39,20,20,54,6,6,6,55,20,38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
9,20,20,9,21,21,25,20,20,9,21,21,21,21,26,20,20,9,21,21,21,26,20,38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
5,20,20,5,37,5,5,20,20,5,5,37,5,5,5,20,20,5,5,5,37,5,20,38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
66,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
6,6,6,6,39,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,54,38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
6,6,6,6,39,20,20,20,20,20,20,20,20,20,54,6,6,6,6,55,20,20,38,38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
9,21,21,21,25,20,20,20,20,20,36,20,20,20,38,6,6,6,6,39,20,20,38,38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
6,6,39,37,5,20,20,20,20,20,20,20,20,20,38,6,6,6,6,39,20,20,38,38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
6,6,39,20,20,20,20,20,20,20,20,20,20,20,38,6,6,6,6,39,20,20,9,38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
6,6,39,20,20,20,20,20,20,20,20,20,20,20,9,21,21,21,21,26,20,20,5,38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
