[header]
width=30
height=30
tilewidth=32
tileheight=32

[tilesets]
tileset=../Images/spritesheet.png,32,32,0,0

[layer]
type=Map
data=
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,86,53,53,53,53,53,53,53,53,53,53,53,53,53,101,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,87,68,68,68,68,68,68,68,68,68,68,68,68,68,71,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,87,68,68,68,68,68,68,68,68,68,68,68,68,68,71,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,87,68,68,68,68,68,68,68,68,68,68,68,68,68,71,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,87,68,68,68,68,68,68,68,68,168,167,68,68,68,71,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,87,68,68,68,68,68,68,68,68,71,87,68,68,68,71,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,87,68,68,68,68,68,68,68,68,71,87,68,68,68,71,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,87,68,68,68,68,68,68,68,68,71,87,68,68,68,71,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,87,68,68,68,68,68,68,68,68,71,87,68,68,68,71,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,69,103,103,103,103,68,103,103,103,85,69,103,103,103,85,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,81,81,81,86,53,68,53,53,101,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,81,81,81,87,68,68,68,68,71,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,81,81,81,87,68,68,68,68,71,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,81,81,81,87,68,68,68,68,71,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,81,81,81,87,68,68,68,68,71,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,81,81,81,87,68,68,68,68,165,53,53,53,101,81,81,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,81,81,81,87,68,68,68,68,68,68,68,68,71,81,81,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,81,81,81,87,68,68,68,68,68,68,68,68,71,81,81,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,81,81,81,69,103,103,103,103,103,103,83,103,85,81,81,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
